Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"13/01/2023","41 WILLOWBROOK LAWNS, CELBRIDGE, KILDARE","Kildare","W23F8X7","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","42 THE GARNISH, LANCASTER GATE, WESTERN RD","Cork","T12H5K6","€495,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","43 PRIORY LODGE, SHEETLAND RD TERMONFECKIN, DROGHEDA","Louth","A92Y7Y8","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","44 GLENGARRIFF PARADE, PHIBSBOROUGH, DUBLIN 7","Dublin","D07W012","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","45 ARD AOIBHINN, ATHENRY, GALWAY","Galway","H65K273","€307,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","46 ARD AISLING, TUBBERCURRY, SLIGO","Sligo","F91C9N1","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","46 YEWLANDS, MARYBOROUGH WOODS, DOUGLAS","Cork","T12PE0P","€430,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","47 Clochán, Kilmeadan, Co. Waterford","Waterford","","€317,180.61","No","Yes","New Dwelling house /Apartment",""
"13/01/2023","47 FAIRGREEN SQUARE, BALLISODARE TOWN CENTRE, BALLISODARE","Sligo","F91C4A6","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","48 DUNVILLE AVE, RANELAGH, DUBLIN 6","Dublin","D06X827","€1,161,000.00","No","Yes","New Dwelling house /Apartment",""
"13/01/2023","5 CLONLIFFE SQ, DISTILLERY RD, DRUMCONDRA DUBLIN 3","Dublin","D03T9W7","€251,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","5 RAILWAY VIEW, RAILWAY RD, BELTURBET","Cavan","H14CR27","€177,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","51 ARDSOLUS, OLD NAAS ROAD, BROWNSBARN","Dublin","D22C5V6","€475,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","52 GREY SQ, PORTRANE, DUBLIN","Dublin","K36D902","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","52 MEADOW COURT, NEWCASTLE WEST, LIMERICK","Limerick","V42TF40","€218,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","55 POPLAR DR, CARRAIG AN AIRD, SIX CROSS RDS","Waterford","X91PY2D","€177,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","57 BALFE AVENUE, WALKINGSTOWN, DUBLIN 12","Dublin","D12Y1X4","€97,500.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","58 ROCKBORO HEIGHTS, WATERPARK, CARRIGALINE","Cork","P43RW61","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","6 CASHLAINN, HAYNESTOWN, DUNDALK","Louth","A91XAT0","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","6 LOMBARD ST WEST, CIRCULAR RD SOUTH, DUBLIN 8","Dublin","D08V0F6","€600,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","60 MAUDLIN ST, KILKENNY, KILKENNY","Kilkenny","R95W72C","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","60 OMOLLOY ST, TULLAMORE, OFFALY","Offaly","R35FT95","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","66 BEECHWOOD LAWNS, RATHCOOLE, DUBLIN 24","Dublin","D24CC42","€495,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","7 HILLSIDE, CASTLEPARK, MALLOW","Cork","P51KCH7","€308,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","8 THE MEWS, MILLERS BROOK, NENAGH","Tipperary","E45VW42","€237,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","8 VICAR ST, BARRACK ST, CORK","Cork","T12V5T7","€355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","80 RIVERBANK HALL, ADDISON AVE, ADDISON PARK DUBLIN 11","Dublin","D11CC81","€385,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","83 CORRIB RD, TERENURE, DUBLIN 6W","Dublin","D6WAD78","€425,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","84 CLARKESWOOD, MOUNT OVAL VILLAGE, ROCHESTOWN","Cork","T12FC0F","€430,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","85 INAGH COURT, LOUGHLINSTOWN, DUN LAOGHAIRE","Dublin","A96W8F5","€344,950.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","9 MANOR COURT, SUMMERHILL, MALLOW","Cork","P51TKC4","€207,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","9 PEARSE SQ, CARRICK ON SUIR, TIPPERARY","Tipperary","E32P868","€128,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","90 LAUREL DR, ESKER HILLS, PORTLAOISE","Laois","R32RK4C","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","92 ELM PARK, TRAMORE, CO. WATERFORD","Waterford","X91RK15","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","97 LAUREL DR, ESKER HILLS, PORTLAOISE","Laois","R32C5KR","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","99 SHANGARRY, MILLTOWN ROAD, DUBLIN 6","Dublin","D06PX54","€401,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","A48 ARAS NA CLUAINE, NANGOR RD, CLONDALKIN DUBLIN 22","Dublin","D22RD43","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","Apartment 53  The Blake, Fanan  Letteragh Road, Rahoon","Galway","","€308,371.00","No","Yes","New Dwelling house /Apartment",""
"13/01/2023","APT 25 WATERSIDE LAW, WATERSIDE, SWORDS ROAD","Dublin","K36WA22","€321,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","Apt 48 Block D Fanan, Letteragh Road, Rahoon","Galway","","€304,911.00","No","Yes","New Dwelling house /Apartment",""
"13/01/2023","APT 50 MARLINSTOWN PARK, MULLINGAR, CO WESTMEATH","Westmeath","N91V603","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","APT 9, THE OLD MILLS, GARRYOWEN","Cork","P25K259","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","BACHELORS WALK, BALLINA, CO MAYO","Mayo","F26W7Y0","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","BALLYOLAF HOUSE, BALLYOLAF MANOR, SANDYFORD ROAD","Dublin","D16W3V5","€2,130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","BISHOPSWOOD, PORTARLINGTON, OFFALY","Offaly","R32E8W8","€475,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","BOG RD, ARDARA, CO DONEGAL","Donegal","F94R28C","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","BOLTOWN KILSKYRE KELLS, MEATH","Meath","A82P659","€305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","BUSHFIELD, LISMORE, WATERFORD","Waterford","P51TH56","€334,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","C192 ARAS NA CLUAINE, NANGOR RD, CLONDALKIN DUBLIN 22","Dublin","D22ET88","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","CAHERDANIEL, CAHERDANIEL EAST, BANTRY","Cork","","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","CLUAIN MOR HOUSE, BOHERBEE, TRALEE","Kerry","V92K667","€700,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","CODRUM, MACROOM, CO CORK","Cork","","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","COOLGREINE, RUSHBROOKE, COBH","Cork","P24C041","€750,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","CRADDENSTOWN, RAHARNEY, CO WESTMEATH","Westmeath","","€10,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","CRUCKNAMURLEOCK, DOWNINGS, DONEGAL","Donegal","W23XY31","€435,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","CUNNIHEE, BALLYSIMON, LIMERICK","Limerick","V94D2PK","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","DERRYNEILL, BALLYDANGAN, ATHLONE","Roscommon","","€30,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","DOORAS, CORNAMONA, GALWAY","Galway","F12YR40","€252,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","FAILTE, UPPER KILMONEY, CARRIGALINE","Cork","","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","FARM HOUSE, LEGAN, LONGFORD","Longford","N39HH74","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","FERNDALE, ARDRAHAN, GALWAY","Galway","H91XEX5","€303,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","GARRYNAGRAN, GARRANARD, BALLINA","Mayo","K67YY42","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","GORTLEE RD, LETTERKENNY, DONEGAL","Donegal","F92V0FH","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","HIGH STREET, NEWMARKET, COUNTY CORK","Cork","","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","HILLCREST, DARGLE RD, BRAY","Wicklow","A98HF54","€530,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","INISFREE, 10 KING EDWARD ROAD, BRAY","Wicklow","A98R295","€1,325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","KARNAK, KILLINCARRIG RD, GREYSTONES","Wicklow","A63VF66","€1,000,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","KILCLOGHA, MAUDABAWN, COOTEHILL","Cavan","H16W772","€20,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","LAGCURRAGH, SWINFORD, MAYO","Mayo","F12F898","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","LISSAVANE EAST, MILLTOWN, KILLARNEY","Kerry","V93E2X9","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","MAIN ST, BALLINTRA, DONEGAL","Donegal","F94R8RP","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","MEADOWLANDS, UPPER ROCHESTOWN, CORK","Cork","T12AXK0","€800,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","MEENAGRAVE, BALLYBOFEY, CO DONEGAL","Donegal","F93H6A2","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","MULLAGH WHITERATH CASTLEBELLINGHAM, CASTLEBELLINGHAM, LOUTH","Louth","A91H580","€412,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","MULLANALECK BRIDGE, EDENVILLE, KINLOUGH","Leitrim","F91F868","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","NO. 14 CLONBERN, PHOENIX PARK RACECOURSE, CASTLEKNOCK","Dublin","D15WY6H","€487,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","NO. 8, SOMERTON MEWS, CASTLEKNOCK","Dublin","D15FY6D","€610,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","ROSBROOK HOUSE, ROSLEVAN, TULLA ROAD","Clare","V95VX97","€435,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","ROSE COTTAGE, FENNELLS BAY, CORK","Cork","P43AF50","€334,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","ROSFARAGHAN, FERBANE, COUNTY OFFALY","Offaly","R42HH24","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","SCHOOL LAND, BALLINALEE, LONGFORD","Longford","N39Y312","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","SOPWELL, CLOUGHJORDAN, TIPPERARY","Tipperary","E53PR24","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","STRANDLINE, KILKEE, COUNTY CLARE","Clare","V15EK81","€572,687.00","No","Yes","New Dwelling house /Apartment",""
"13/01/2023","SWILLYBRINE, DUNFANAGHY, COUNTY DONEGAL","Donegal","","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","TANAVALLA, LISTOWEL, KERRY","Kerry","V31RH70","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","THE BAWN, BALLINTUBBER, CASTLEREA","Roscommon","","€187,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2023","UNIT 7, THE WALLED GARDEN, FARNHAM ESTATE","Cavan","H12XC65","€218,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2023","10 The Court, Ravens Mill, Church Road","Dublin","","€370,044.05","No","Yes","New Dwelling house /Apartment",""
"14/01/2023","11 LEE DR, BALLINORIG, TRALEE","Kerry","V92AH6D","€247,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2023","30 ASHDALE PARK, DOUGLAS RD SOUTH, CORK","Cork","T12P9W9","€490,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2023","APT 1 MAIN STREET  LONDIS, OULART, GOREY","Wexford","Y25CC89","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2023","APT 101 BLOCK 4 IVY EXCHANGE, PARNELL STREET, DUBLIN 1","Dublin","D01H984","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2023","ROARDSTOWN, DROM, TEMPLEMORE","Tipperary","E41H500","€315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2023","ST BRIGIDS, BALLINTINE, KILMEAGUE","Kildare","W91HH63","€960,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2023","ST MARGARETS, ENNIS RD, LIMERICK","Limerick","V94C91W","€795,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","1 ST MARTIN'S, OLD BRAY ROAD, CABINTEELY","Dublin","D18P5K6","€1,400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","1 TOWER AVE, RATHGAR, DUBLIN 6","Dublin","D06ET22","€895,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","10 FOXGLOVE CLOSE, THE PASTURES, LOVE LANE","Cork","P56HN79","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","10 PARK LANE, CHAPELIZOD, DUBLIN 20","Dublin","D20Y191","€820,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","10 THE PADDOCKS RISE, ADAMSTOWN, DUBLIN","Dublin","K78HX04","€409,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","108 Dundoogan, Haynestown, Dundalk","Louth","","€224,637.45","No","Yes","New Dwelling house /Apartment",""
"16/01/2023","11 UPPER RATHGOGGIN HEIGHTS, CHARLEVILLE, CO CORK","Cork","P56TK83","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","114 RIVER TOWERS, LEE RD, CORK","Cork","T23DD23","€203,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","119 Church Green, Ballinglanna, Glanmire","Cork","","€392,070.48","No","Yes","New Dwelling house /Apartment",""
"16/01/2023","119 ROEBUCK CASTLE, CLONSKEAGH, DUBLIN 14","Dublin","D14TC56","€479,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","12 BERKELEY RD, THE BEECHES, FERRYBANK","Kilkenny","X91FP8E","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","12 FLEMINGSTOWN PARK, CHURCHTOWN, DUBLIN 14","Dublin","D14Y098","€1,775,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","12 GLENBROOK, BALLYROAN, LAOIS","Laois","R32T9R7","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","12 Listoke Elms, Ballymakenny Road, Drogheda","Louth","","€311,640.00","No","Yes","New Dwelling house /Apartment",""
"16/01/2023","13 ASHFIELD PLACE, TEMPLEOGUE ROAD, TEMPLEOGUE","Dublin","D6WK525","€815,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","14 CARNAGH HOUSE, ARD RI, DUBLIN RD","Westmeath","N37RP84","€187,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","14 ST AUBYNS COURT, SHANGANAGH RD, KILLINEY","Dublin","A96KP40","€430,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","15 HAZELWOOD CLOSE, GLANMIRE, CORK","Cork","T45D768","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","15 Listoke Elms, Ballymakenny Road, Drogheda","Louth","","€311,640.00","No","Yes","New Dwelling house /Apartment",""
"16/01/2023","15 MARDYKE ST, ATHLONE, WESTMEATH","Westmeath","N37YK22","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","156 APPLEWOOD HEIGHTS, GREYSTONES, WICKLOW","Wicklow","A63Y164","€610,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","159 GREENPARK MEADOWS, BALLYMAHON ROAD, MULLINGAR","Westmeath","N91C9X2","€305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","16  MONALIN, WICKLOW  HILLS, NEWTOWNMOUNTKENNEDY","Wicklow","A63A992","€482,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","17 CARYSFORT DOWNS, BLACKROCK, DUBLIN","Dublin","A94KV05","€1,220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","17 LANDSDOWNE MANOR, SWELLAN, CAVAN","Cavan","H12HP90","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","17 Linenfield Crescent, Ballymakenny Road, Drogheda","Louth","","€295,154.18","No","Yes","New Dwelling house /Apartment",""
"16/01/2023","17 Listoke Elms, Ballymakenny Road, Drogheda","Louth","","€294,674.00","No","Yes","New Dwelling house /Apartment",""
"16/01/2023","18 NIALL ST, DUBLIN 7, DUBLIN","Dublin","D07V6Y5","€385,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","18 OATFIELD PARK, CLANE, KILDARE","Kildare","W91H4F3","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","18 The Avenue, Harbour Heights, Passage West","Cork","","€295,155.00","No","Yes","New Dwelling house /Apartment",""
"16/01/2023","185 RIVER RD, CARTRON POINT, SLIGO","Sligo","F91PDK7","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","19 DROM SLINNE, PORTROE, NENAGH","Tipperary","E45YX89","€167,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","19 HAWTHORN WOOD, SUNCROFT, KILDARE","Kildare","R56N406","€390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","19 RAILWAY VILLAGE, LORDSHIP, JENKINSTOWN","Louth","A91NX48","€630,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","19 WINDMILL RD, CRUMLIN DUBLIN 12, DUBLIN","Dublin","D12C802","€595,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","190 CLONARD RD, CRUMLIN, DUBLIN 12","Dublin","D12F58H","€385,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","2 KELLYS CRESCENT, ROSSNOWLAGH, DONEGAL","Donegal","F94V3K7","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","2 RODEEN CROSS, CASTLETOWNBERE, CORK","Cork","P75TX26","€395,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","20 BEECH HILL DR, DONNYBROOK, DUBLIN 4","Dublin","D04Y7Y4","€600,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","20 PAIRC NA SRAIDE, GLENVILLE, CO CORK","Cork","T56HW54","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","20 THE RICHMOND, WHITWORTH HALL, BRUNSWICK ST NORTH","Dublin","D07X361","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","21 AMBERLEY HEIGHTS, GRANGE, DOUGLAS","Cork","T12EVC4","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","21 HOLLYVALE, FOREST HILL, CARRIGALINE","Cork","P43F671","€346,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","21 THE PINES, FOREST PARK, PORTLAOISE","Laois","R32K5HW","€268,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","22 HONEYVIEW EST, CLONMEL, TIPPERARY","Tipperary","E91E279","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","22 LIFFEY GLEN, LUCAN, DUBLIN","Dublin","K78X299","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","24 SLIABH CARRAN, GORT, GALWAY","Galway","H91P9CA","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","25 MEADOW PARK AVENUE, BALLYVOLANE, CORK","Cork","T23H5K8","€187,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","25 Mill Avenue, Millerstown, Kilcock","Kildare","","€334,800.00","No","Yes","New Dwelling house /Apartment",""
"16/01/2023","25 THE SQUARE LARCHILL, COOLOCK, DUBLIN 17","Dublin","D17C737","€251,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","26 ARD NA RI, CARRIGALINE, CORK","Cork","P43XY54","€250,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","28 Castle Park, Killycard, Castleblayney","Monaghan","","€240,203.96","No","Yes","New Dwelling house /Apartment",""
"16/01/2023","29 BURLEIGH COURT, BURLINGTON RD, DUBLIN 4","Dublin","D04W732","€642,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","29 CASTLELANDS GROVE, HYDE RD, DALKEY","Dublin","A96K0E7","€790,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","29 VERBENA AVE, BAYSIDE, DUBLIN 13","Dublin","D13R7Y4","€522,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","3 ACADEMY COURT, MONTGOMERY ST, CARLOW","Carlow","R93R7F2","€162,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","3 Coles Court, The Mall, Rush","Dublin","","€233,480.00","No","Yes","New Dwelling house /Apartment",""
"16/01/2023","30 POOLBOY QUAY, NAVAN, MEATH","Meath","","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","306 CITY CAMPUS, LORD EDWARD ST, LIMERICK","Limerick","","€176,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","32 MARYBOROUGH CRESCENT, PORTLAOISE, LAOIS","Laois","R32R861","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","33 FATHER MATHEW ST, TIPPERARY, TIPPERARY","Tipperary","E34EP29","€160,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","33 KIPPURE PARK FINGLAS SOUTH, DUBLIN 11, DUBLIN","Dublin","D11N6Y7","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","33 WOODSTOCK, KILCOOLE, WICKLOW","Wicklow","A63VK29","€406,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","34 CHURCHWELL SQ, BELMAYNE, BALGRIFFIN DUBLIN 13","Dublin","D13RC82","€388,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","37 THE MEADOWS, GRANGE, SLIGO","Sligo","F91D2C1","€395,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","4 BALLYDOOGAN, SLIGO","Sligo","F91T2P1","€115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","4 River Meadows, Cloughduv","Cork","","€337,350.00","No","Yes","New Dwelling house /Apartment",""
"16/01/2023","4 SEAVIEW, POULSHANE BAY, COURTOWN","Wexford","Y25DD52","€257,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","4 WOODLANDS DR, RAMSFORT PARK, GOREY","Wexford","Y25T284","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","41 MOUNT EAGLE DR, LEOPARDSTOWN HEIGHTS, LEOPARDSTOWN DUBLIN 18","Dublin","D18N6C4","€520,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","42 MOURNE VIEW HALL, DUBLIN RD, DUNDALK","Louth","A91H2X3","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","43 DRUMNAVANAGH, CAVAN, CAVAN","Cavan","H12R889","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","46 Oak Church Avenue, Oak Church, Kildare","Kildare","","€295,154.00","No","Yes","New Dwelling house /Apartment",""
"16/01/2023","48 Cuirt Bhoirne, Curragrean, Roscam","Galway","","€377,444.94","No","Yes","New Dwelling house /Apartment",""
"16/01/2023","48 LISMORE RD, KIMMAGE, DUBLIN","Dublin","D12F5F9","€452,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","49 MONKSFIELD, CLONEA RD, ABBEYSIDE","Waterford","X35CH66","€355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","5 ABBEY COURT, NEWTOWN, FERNS","Wexford","Y21C652","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","5 ARDFALLEN RD, DOUGLAS, CORK","Cork","T12P2X7","€493,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","5 CHURCH COURT, CHURCH LANE, CASTLEDERMOT","Kildare","R14XV61","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","5 Harristown Drive, Kildangan Village","Kildare","","€277,500.00","No","Yes","New Dwelling house /Apartment",""
"16/01/2023","5 THE VILLAGE GREEN, CARLANSTOWN, KELLS","Meath","A82KP78","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","50 ARD BHAILE, RATHVILLY, TULLOW ROAD","Carlow","R93YP93","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","53 SHINGAN MILEHOUSE RD, ENNISCORTHY, WEXFORD","Wexford","Y21C2P3","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/01/2023","54 MAPLE DRIVE, CASTLEKNOCK, DUBLIN 15","Dublin","D15E6EH","€385,000.00","No","No","Second-Hand Dwelling house /Apartment",""
